nAHk0126.spa, Sun Oct 29 16:57:25 2006 (GMT-10:00)
9999.26	0.0109457
9997.33	0.0107628
9995.4	0.0108355
9993.48	0.0107369
9991.55	0.0109006
9989.62	0.0118499
9987.69	0.0121927
9985.76	0.0113168
9983.84	0.0102585
9981.91	0.0100219
9979.98	0.0106036
9978.05	0.0109995
9976.12	0.0111786
9974.2	0.0114105
9972.27	0.0112466
9970.34	0.010406
9968.41	0.0106821
9966.48	0.0110732
9964.56	0.0106339
9962.63	0.0110403
9960.7	0.0117907
9958.77	0.0118014
9956.84	0.01127
9954.92	0.011536
9952.99	0.0118691
9951.06	0.0116756
9949.13	0.0113679
9947.2	0.0118436
9945.28	0.0118754
9943.35	0.0112562
9941.42	0.012287
9939.49	0.012296
9937.56	0.0110142
9935.64	0.0111426
9933.71	0.0118391
9931.78	0.0116058
9929.85	0.0112666
9927.92	0.0115858
9926	0.0120382
9924.07	0.0112312
9922.14	0.0106996
9920.21	0.0109275
9918.28	0.0114427
9916.36	0.0112873
9914.43	0.0108539
9912.5	0.0106317
9910.57	0.0107665
9908.64	0.0106488
9906.71	0.0108067
9904.79	0.0113492
9902.86	0.0115888
9900.93	0.0112824
9899	0.0115819
9897.08	0.0115754
9895.15	0.0117883
9893.22	0.0122347
9891.29	0.0117858
9889.36	0.010374
9887.43	0.0103893
9885.51	0.0106293
9883.58	0.0108977
9881.65	0.0107975
9879.72	0.0101085
9877.79	0.0110672
9875.87	0.0119103
9873.94	0.0107099
9872.01	0.00973242
9870.08	0.0100327
9868.15	0.0108465
9866.23	0.0109879
9864.3	0.0103474
9862.37	0.0103909
9860.44	0.0106143
9858.51	0.0111465
9856.59	0.0112054
9854.66	0.0111523
9852.73	0.0112202
9850.8	0.0115455
9848.87	0.0114296
9846.95	0.0108998
9845.02	0.0105544
9843.09	0.0106708
9841.16	0.0106254
9839.23	0.00997378
9837.31	0.0102122
9835.38	0.0106831
9833.45	0.0111947
9831.52	0.0117465
9829.59	0.011776
9827.67	0.0116566
9825.74	0.0110122
9823.81	0.0103679
9821.88	0.0104841
9819.95	0.0111376
9818.03	0.0108191
9816.1	0.0104123
9814.17	0.0102356
9812.24	0.00975783
9810.31	0.0100998
9808.39	0.0107483
9806.46	0.0110546
9804.53	0.0108142
9802.6	0.0109707
9800.67	0.0111926
9798.75	0.010906
9796.82	0.010519
9794.89	0.0102903
9792.96	0.0100961
9791.03	0.0101569
9789.11	0.0108321
9787.18	0.0110592
9785.25	0.0104978
9783.32	0.00991473
9781.39	0.00999989
9779.46	0.0106584
9777.54	0.0110169
9775.61	0.0109276
9773.68	0.0107355
9771.75	0.0106555
9769.83	0.0112101
9767.9	0.0114544
9765.97	0.010713
9764.04	0.0100817
9762.11	0.0102653
9760.18	0.0105565
9758.26	0.0108412
9756.33	0.0107658
9754.4	0.010704
9752.47	0.0107051
9750.54	0.0109798
9748.62	0.0107688
9746.69	0.0102682
9744.76	0.010468
9742.83	0.0106282
9740.9	0.01039
9738.98	0.0101232
9737.05	0.0105859
9735.12	0.0107974
9733.19	0.0105274
9731.26	0.0107038
9729.34	0.0110701
9727.41	0.0110968
9725.48	0.010805
9723.55	0.0109288
9721.62	0.0106278
9719.7	0.00995632
9717.77	0.00947798
9715.84	0.00958657
9713.91	0.0106226
9711.98	0.011046
9710.06	0.0103647
9708.13	0.00993625
9706.2	0.0106698
9704.27	0.0109139
9702.34	0.0109445
9700.42	0.0111352
9698.49	0.010473
9696.56	0.0102489
9694.63	0.0105195
9692.7	0.0109465
9690.78	0.0108125
9688.85	0.0108649
9686.92	0.0108662
9684.99	0.0101785
9683.06	0.0101991
9681.14	0.0105295
9679.21	0.0104499
9677.28	0.0100963
9675.35	0.00973025
9673.42	0.0106755
9671.5	0.0113464
9669.57	0.011463
9667.64	0.0113448
9665.71	0.0109491
9663.78	0.0109638
9661.86	0.010784
9659.93	0.00971921
9658	0.00972893
9656.07	0.0106579
9654.14	0.0102592
9652.21	0.00922336
9650.29	0.00920644
9648.36	0.0091374
9646.43	0.00933056
9644.5	0.0103069
9642.57	0.010876
9640.65	0.0105058
9638.72	0.0102621
9636.79	0.0104411
9634.86	0.0106914
9632.93	0.0104237
9631.01	0.010684
9629.08	0.0105721
9627.15	0.0102207
9625.22	0.0102998
9623.29	0.0105624
9621.37	0.010592
9619.44	0.0106881
9617.51	0.0106833
9615.58	0.010794
9613.65	0.0109473
9611.73	0.0101268
9609.8	0.00968654
9607.87	0.00999368
9605.94	0.0101787
9604.01	0.0101997
9602.09	0.00986913
9600.16	0.00931255
9598.23	0.00893131
9596.3	0.00890425
9594.37	0.00963345
9592.45	0.0103514
9590.52	0.0100656
9588.59	0.00999673
9586.66	0.0103619
9584.73	0.0104523
9582.81	0.0104127
9580.88	0.0103926
9578.95	0.00993405
9577.02	0.00947118
9575.09	0.00986188
9573.17	0.0105891
9571.24	0.0109534
9569.31	0.0105738
9567.38	0.00991679
9565.45	0.0100064
9563.53	0.00981833
9561.6	0.00976305
9559.67	0.0099647
9557.74	0.0099611
9555.81	0.0101223
9553.88	0.010497
9551.96	0.010366
9550.03	0.0103258
9548.1	0.0108917
9546.17	0.0107101
9544.25	0.0102517
9542.32	0.0101768
9540.39	0.0101527
9538.46	0.0100352
9536.53	0.00969932
9534.6	0.00980253
9532.68	0.01032
9530.75	0.01021
9528.82	0.00962868
9526.89	0.00944145
9524.96	0.00973212
9523.04	0.00988934
9521.11	0.00995378
9519.18	0.0101688
9517.25	0.00989493
9515.32	0.00993385
9513.4	0.010076
9511.47	0.00990503
9509.54	0.00968878
9507.61	0.0103257
9505.68	0.0103044
9503.76	0.0096093
9501.83	0.00965619
9499.9	0.00979972
9497.97	0.00945936
9496.04	0.00951324
9494.12	0.0102049
9492.19	0.0104652
9490.26	0.0101315
9488.33	0.00984486
9486.4	0.00957719
9484.48	0.00979338
9482.55	0.0105128
9480.62	0.0104184
9478.69	0.0100614
9476.76	0.0098247
9474.84	0.00965656
9472.91	0.00963454
9470.98	0.0100549
9469.05	0.01024
9467.12	0.00987391
9465.2	0.0101396
9463.27	0.0102361
9461.34	0.00966171
9459.41	0.00968227
9457.48	0.00996297
9455.56	0.0097108
9453.63	0.00969986
9451.7	0.00967191
9449.77	0.00979996
9447.84	0.00929383
9445.92	0.00899703
9443.99	0.0093721
9442.06	0.00983351
9440.13	0.009721
9438.2	0.0093332
9436.28	0.00958183
9434.35	0.00976105
9432.42	0.00974574
9430.49	0.00955781
9428.56	0.00971846
9426.63	0.00976112
9424.71	0.00949902
9422.78	0.00928757
9420.85	0.00997873
9418.92	0.0102074
9417	0.0101443
9415.07	0.0106576
9413.14	0.0106471
9411.21	0.0102247
9409.28	0.009217
9407.35	0.0089863
9405.43	0.00911409
9403.5	0.00862086
9401.57	0.00857091
9399.64	0.00923812
9397.71	0.0093849
9395.79	0.00959731
9393.86	0.00985208
9391.93	0.00931177
9390	0.00898532
9388.07	0.00932382
9386.15	0.00975353
9384.22	0.0102049
9382.29	0.0100767
9380.36	0.00958799
9378.43	0.00961045
9376.51	0.0098528
9374.58	0.00993266
9372.65	0.00943677
9370.72	0.00886816
9368.79	0.00931952
9366.87	0.00964653
9364.94	0.00961804
9363.01	0.00951442
9361.08	0.00935043
9359.15	0.00976509
9357.23	0.0103382
9355.3	0.00993578
9353.37	0.00923737
9351.44	0.0088194
9349.51	0.00853002
9347.59	0.00889278
9345.66	0.00954816
9343.73	0.00949234
9341.8	0.00909714
9339.87	0.00900988
9337.95	0.00920569
9336.02	0.00889407
9334.09	0.00880909
9332.16	0.00886985
9330.23	0.00916603
9328.31	0.00900897
9326.38	0.00889153
9324.45	0.00905176
9322.52	0.00867906
9320.59	0.00913774
9318.67	0.00939005
9316.74	0.00918847
9314.81	0.00943731
9312.88	0.00954362
9310.95	0.00948591
9309.03	0.00898918
9307.1	0.00849248
9305.17	0.00869728
9303.24	0.00873978
9301.31	0.00864861
9299.38	0.00867362
9297.46	0.00874015
9295.53	0.00884311
9293.6	0.00914298
9291.67	0.00927102
9289.74	0.00896185
9287.82	0.00945008
9285.89	0.00949915
9283.96	0.00902487
9282.03	0.00920508
9280.1	0.00947677
9278.18	0.00929701
9276.25	0.00938771
9274.32	0.00948882
9272.39	0.00910353
9270.46	0.00884524
9268.54	0.00875066
9266.61	0.00900329
9264.68	0.00873785
9262.75	0.00837477
9260.82	0.00847677
9258.9	0.00877088
9256.97	0.0090835
9255.04	0.00912184
9253.11	0.00911111
9251.18	0.00926235
9249.26	0.00918975
9247.33	0.00877815
9245.4	0.00838927
9243.47	0.00867616
9241.54	0.00879458
9239.62	0.00851126
9237.69	0.00820088
9235.76	0.0084169
9233.83	0.00858331
9231.9	0.00871246
9229.98	0.00917842
9228.05	0.00883655
9226.12	0.00846724
9224.19	0.00860088
9222.26	0.00887709
9220.34	0.0091352
9218.41	0.00893628
9216.48	0.00849413
9214.55	0.00846072
9212.62	0.00833316
9210.7	0.0088051
9208.77	0.00910228
9206.84	0.00923013
9204.91	0.00905369
9202.98	0.00878092
9201.05	0.00847819
9199.13	0.00829712
9197.2	0.00895312
9195.27	0.00882999
9193.34	0.00863678
9191.42	0.00885098
9189.49	0.00873281
9187.56	0.00808721
9185.63	0.00778441
9183.7	0.00830557
9181.77	0.00869681
9179.85	0.00855431
9177.92	0.00893361
9175.99	0.00868207
9174.06	0.00836079
9172.13	0.00847379
9170.21	0.00845734
9168.28	0.00826653
9166.35	0.00830091
9164.42	0.00827487
9162.49	0.00840376
9160.57	0.00884169
9158.64	0.00884169
9156.71	0.00850832
9154.78	0.00847916
9152.85	0.008708
9150.93	0.00855002
9149	0.00861248
9147.07	0.00890739
9145.14	0.00895326
9143.21	0.00906357
9141.29	0.0091996
9139.36	0.00858368
9137.43	0.00844068
9135.5	0.00878454
9133.57	0.00842295
9131.65	0.00830286
9129.72	0.00843413
9127.79	0.00841991
9125.86	0.00854073
9123.93	0.00851464
9122.01	0.00845481
9120.08	0.00845491
9118.15	0.0084693
9116.22	0.00833522
9114.29	0.00809767
9112.37	0.00837204
9110.44	0.00811786
9108.51	0.0081713
9106.58	0.00819197
9104.65	0.00750222
9102.73	0.00750576
9100.8	0.00797029
9098.87	0.00791356
9096.94	0.00793354
9095.01	0.0081975
9093.08	0.00818278
9091.16	0.00797748
9089.23	0.00803603
9087.3	0.00811617
9085.37	0.00782388
9083.45	0.00799604
9081.52	0.00837734
9079.59	0.00855479
9077.66	0.00822729
9075.73	0.00823144
9073.8	0.00827737
9071.88	0.00776701
9069.95	0.00767223
9068.02	0.00773469
9066.09	0.00748355
9064.17	0.00754147
9062.24	0.00776761
9060.31	0.00786268
9058.38	0.00805983
9056.45	0.00851978
9054.52	0.00845092
9052.6	0.00806165
9050.67	0.00779679
9048.74	0.00791704
9046.81	0.00754929
9044.88	0.00740521
9042.96	0.00777422
9041.03	0.00768633
9039.1	0.00778212
9037.17	0.00799887
9035.24	0.00797025
9033.32	0.00805811
9031.39	0.00820122
9029.46	0.00795659
9027.53	0.00772444
9025.6	0.00772214
9023.68	0.00809301
9021.75	0.00801659
9019.82	0.00791366
9017.89	0.00787601
9015.96	0.00776876
9014.04	0.00770073
9012.11	0.00765328
9010.18	0.00771196
9008.25	0.00790091
9006.32	0.00803654
9004.4	0.00770451
9002.47	0.00720334
9000.54	0.00741617
8998.61	0.00764303
8996.68	0.00768899
8994.76	0.00797889
8992.83	0.0078086
8990.9	0.00744337
8988.97	0.00721894
8987.04	0.00721213
8985.12	0.00732079
8983.19	0.0075385
8981.26	0.00797292
8979.33	0.008041
8977.4	0.00788664
8975.48	0.00741401
8973.55	0.0071226
8971.62	0.00766164
8969.69	0.00783448
8967.76	0.00757795
8965.83	0.00776599
8963.91	0.00767746
8961.98	0.00764802
8960.05	0.00760991
8958.12	0.00738866
8956.2	0.00746902
8954.27	0.00744677
8952.34	0.00715631
8950.41	0.00749117
8948.48	0.00793394
8946.55	0.00741303
8944.63	0.00695486
8942.7	0.00693469
8940.77	0.00711293
8938.84	0.0073341
8936.92	0.00753624
8934.99	0.00770042
8933.06	0.00742931
8931.13	0.00726941
8929.2	0.00745399
8927.27	0.00745857
8925.35	0.00727861
8923.42	0.00708504
8921.49	0.00714843
8919.56	0.00731048
8917.63	0.00738398
8915.71	0.00707336
8913.78	0.00695082
8911.85	0.00706517
8909.92	0.00700072
8907.99	0.00671436
8906.07	0.00673563
8904.14	0.00683269
8902.21	0.00698028
8900.28	0.00713866
8898.35	0.00709508
8896.43	0.00719283
8894.5	0.00753074
8892.57	0.00730128
8890.64	0.00724323
8888.71	0.00724067
8886.79	0.00719775
8884.86	0.0073557
8882.93	0.0074701
8881	0.00728848
8879.07	0.00703392
8877.15	0.00716996
8875.22	0.00725206
8873.29	0.00708336
8871.36	0.00715315
8869.43	0.0068919
8867.51	0.00667691
8865.58	0.00663553
8863.65	0.00676235
8861.72	0.00706484
8859.79	0.00719162
8857.87	0.00701698
8855.94	0.00689827
8854.01	0.00687571
8852.08	0.00668283
8850.15	0.00684797
8848.22	0.00731473
8846.3	0.00697368
8844.37	0.00680001
8842.44	0.0070579
8840.51	0.00731234
8838.58	0.00708767
8836.66	0.00668842
8834.73	0.00693796
8832.8	0.00743393
8830.87	0.00761129
