Wavenumber (cm-1),Reflectance
7498.99,0.4337106903110579
7498.0254991599995,0.4338490924713231
7497.06099832,0.43420752498723864
7496.09649748,0.4346378110000472
7495.13199664,0.43496057031963253
7494.167495799999,0.4350434504111969
7493.20299496,0.4348556359254341
7492.24,0.4349263572049734
7491.2754991599995,0.4353123269836679
7490.31099832,0.4359865451618391
7489.34649748,0.4368139767290611
7488.38199664,0.43760650995076733
7487.417495799999,0.4382207951997109
7486.45299496,0.4386276865070399
7485.49,0.43890496731628953
7484.5254991599995,0.4391608796104075
7483.56099832,0.4394436739953156
7482.59649748,0.4396998846515288
7481.63199664,0.4398120303907707
7480.667495799999,0.4396892154233969
7479.70299496,0.4393520618026553
7478.74,0.438953515171015
7477.7754991599995,0.4387158714321253
7476.81099832,0.4388146960831205
7475.84649748,0.439277883753319
7474.88199664,0.4399657508840542
7473.917495799999,0.440647031782867
7472.95299496,0.4411260743925386
7471.99,0.4413402638648588
7471.0254991599995,0.44137131801517043
7470.06099832,0.4413722119881646
7469.09649748,0.44146486733486673
7468.13199664,0.44166531767801953
7467.167495799999,0.44187226518978273
7466.20299496,0.4419234059001788
7465.24,0.44169613358397153
7464.2754991599995,0.4411971530386173
7463.31099832,0.4405834038394828
7462.34649748,0.4400851686427209
7461.38199664,0.43987249936980743
7460.417495799999,0.43994938939699413
7459.45299496,0.4401462638481701
7458.48,0.4402141829732556
7457.515499159999,0.439959134593264
7456.55099832,0.43933528283132023
7455.58649748,0.4384514947834931
7454.621996639999,0.4375018438597963
7453.657495799999,0.4366690178390956
7452.69299496,0.4360500834852656
7451.73,0.4356359502173796
7450.765499159999,0.4353435598172492
7449.80099832,0.4350801667615689
7448.83649748,0.4348033924999063
7447.871996639999,0.4345433677073567
7446.907495799999,0.4343757594605039
7445.94299496,0.43436511973459413
7444.98,0.434514310245171
7444.015499159999,0.4347487053997555
7443.05099832,0.4349442383347945
7442.08649748,0.4349879584013639
7441.121996639999,0.4348425825837691
7440.157495799999,0.4345818124426272
7439.19299496,0.4343700371427079
7438.23,0.4343891701687083
7437.265499159999,0.4347458442408575
7436.30099832,0.4354158603006394
7435.33649748,0.4362622462105921
7434.371996639999,0.4371182581946349
7433.407495799999,0.4378770553470469
7432.44299496,0.4385275804576433
7431.48,0.4391182622589698
7430.515499159999,0.43968513242718743
7429.55099832,0.4402029476364468
7428.58649748,0.4405898414470033
7427.621996639999,0.4407562573587667
7426.657495799999,0.440661515703981
7425.69299496,0.440348174272994
7424.73,0.4399400015672636
7423.765499159999,0.4396039211594316
7422.80099832,0.4394915366191844
7421.83649748,0.4396852810515893
7420.871996639999,0.4401766622698471
7419.907495799999,0.44088902682119363
7418.94299496,0.4417303166397628
7417.98,0.4426416118915011
7417.015499159999,0.4436078330443955
7416.05099832,0.44462981451035033
7415.08649748,0.4456797501667134
7414.121996639999,0.4466735681434767
7413.157495799999,0.4474795421322551
7412.19299496,0.44796353220890833
7411.22,0.4480514488307663
7410.25549916,0.4477745253880561
7409.290998320001,0.4472702105069588
7408.32649748,0.4467289109722621
7407.36199664,0.4463142711567891
7406.3974958,0.4461012740195583
7405.4329949600005,0.4460632462119171
7404.47,0.4461088143422105
7403.50549916,0.44614529244822293
7402.540998320001,0.4461351592699001
7401.57649748,0.4461203775433366
7400.61199664,0.4462033472548587
7399.6474958,0.446491922962007
7398.6829949600005,0.4470324777047571
7397.72,0.44777324398965473
7396.75549916,0.4485897385821631
7395.790998320001,0.4493664463666183
7394.82649748,0.4500829540319099
7393.86199664,0.450841274138957
7392.8974958,0.4518054384859899
7391.9329949600005,0.4530897397947154
7390.97,0.4546705445586486
7390.00549916,0.4563775620553084
7389.040998320001,0.45796885680745814
7388.07649748,0.4592401348333864
7387.11199664,0.4601032100947165
7386.1474958,0.4605949186206459
7385.1829949600005,0.4608231149687152
7384.22,0.4608892461478123
7383.25549916,0.4608305951736318
7382.290998320001,0.4606097298494315
7381.32649748,0.4601526218635684
7380.36199664,0.4594119151397607
7379.3974958,0.458421196566255
7378.4329949600005,0.4573063515681063
7377.47,0.45624634229451033
7376.50549916,0.4554055890823959
7375.540998320001,0.4548762997353224
7374.57649748,0.45466100754787053
7373.61199664,0.4547024626230866
7372.6474958,0.45494052384625133
7371.6829949600005,0.4553587696125689
7370.72,0.455990102136075
7369.75549916,0.4568801485515072
7368.790998320001,0.4580341240724288
7367.82649748,0.4593833046640721
7366.86199664,0.46078890185405613
7365.8974958,0.4620766304303565
7364.9329949600005,0.4630812963185214
7363.96,0.4636852107014283
7362.99549916,0.4638420601001915
7362.03099832,0.4635847767877144
7361.06649748,0.4630182645426819
7360.10199664,0.4622954985097852
7359.1374958,0.4615791099666734
7358.17299496,0.4609970110853952
7357.21,0.4606125019450175
7356.24549916,0.460426028418746
7355.28099832,0.460405644053212
7354.31649748,0.460522946001573
7353.35199664,0.4607660732572534
7352.3874958,0.4611248035786184
7351.42299496,0.46156683147582284
7350.46,0.4620316885264756
7349.49549916,0.4624484140933865
7348.53099832,0.4627599675783851
7347.56649748,0.4629363379852016
7346.60199664,0.4629717133760823
7345.6374958,0.4628789684094225
7344.67299496,0.4626946708111923
7343.71,0.462491150567004
7342.74549916,0.4623783786013496
7341.78099832,0.4624845943939494
7340.81649748,0.46291708528037573
7339.85199664,0.4637223144772075
7338.8874958,0.4648695545851591
7337.92299496,0.46627163488761053
7336.96,0.4678347667072144
7335.99549916,0.469501401784922
7335.03099832,0.4712540764751872
7334.06649748,0.4730763396709922
7333.10199664,0.4749066491803907
7332.1374958,0.4766287762679313
7331.17299496,0.47810834220846843
7330.21,0.4792483704147308
7329.24549916,0.4800229328866582
7328.28099832,0.4804721136811076
7327.31649748,0.4806680635437759
7326.35199664,0.4806783158442785
7325.3874958,0.4805483179207919
7324.42299496,0.4803097507066859
7323.45,0.4800025184622564
7322.48549916,0.479688491243767
7321.52099832,0.4794411023086074
7320.55649748,0.47931673708295913
7319.59199664,0.4793328007645697
7318.627495799999,0.4794720072778714
7317.66299496,0.479705925387091
7316.7,0.48001339643252583
7315.73549916,0.4803770441620046
7314.77099832,0.4807700471591186
7313.80649748,0.4811564344220881
7312.84199664,0.4815134959196445
7311.877495799999,0.4818553882652302
7310.91299496,0.4822323576396014
7309.95,0.4827039796054463
7308.98549916,0.4833069103954013
7308.02099832,0.4840403456564299
7307.05649748,0.4848730820571729
7306.09199664,0.4857638437623296
7305.127495799999,0.4866785067205529
7304.16299496,0.4875985340733871
7303.2,0.48852282366234623
7302.23549916,0.4894656200508932
7301.27099832,0.4904522255693216
7300.30649748,0.4915066021450793
7299.34199664,0.4926320868691378
7298.377495799999,0.4937903836306285
7297.41299496,0.4948998347319442
7296.45,0.49586748646428763
7295.48549916,0.4966387708496877
7294.52099832,0.4972255188358523
7293.55649748,0.4976843257043918
7292.59199664,0.4980645731652903
7291.627495799999,0.4983724310794866
7290.66299496,0.49858477304472854
7289.7,0.49869653135856323
7288.73549916,0.49875044416454534
7287.77099832,0.4988238468064215
7286.80649748,0.4989854649888966
7285.84199664,0.4992613747797871
7284.877495799999,0.4996327120129657
7283.91299496,0.5000600773057864
7282.95,0.5005103903175896
7281.98549916,0.500969763294806
7281.02099832,0.5014386131650649
7280.05649748,0.5019182519422812
7279.09199664,0.5023952082438692
7278.127495799999,0.5028378918697082
7277.16299496,0.5032093482250666
7276.19,0.5034915163835622
7275.225499159999,0.503700550203409
7274.26099832,0.5038801385790173
7273.29649748,0.504075701572924
7272.3319966399995,0.5043115573658253
7271.367495799999,0.5045826989296496
7270.40299496,0.504861529440528
7269.44,0.505110259335179
7268.475499159999,0.5052981929431215
7267.51099832,0.5054219319423573
7266.54649748,0.5055149151533768
7265.5819966399995,0.5056278067978566
7264.617495799999,0.5057840305268531
7263.65299496,0.505948241008353
7262.69,0.5060458733242588
7261.725499159999,0.5060286479230723
7260.76099832,0.5059305385618016
7259.79649748,0.5058612183594892
7258.8319966399995,0.5059374526580414
7257.867495799999,0.5062096073170396
7256.90299496,0.5066421583212015
7255.94,0.5071566063806217
7254.975499159999,0.5076964452770015
7254.01099832,0.5082576827473808
7253.04649748,0.5088667828416289
7252.0819966399995,0.5095308973436994
7251.117495799999,0.5102060395537326
7250.15299496,0.5108088807237299
7249.19,0.5112611609214369
7248.225499159999,0.5115283085523638
7247.26099832,0.5116233185103768
7246.29649748,0.5115771848280523
7245.3319966399995,0.5114081460017504
7244.367495799999,0.511122162593627
7243.40299496,0.5107448057938486
7242.44,0.5103519514211365
7241.475499159999,0.5100632860940305
7240.51099832,0.50999789970688
7239.54649748,0.5102191524564875
7238.5819966399995,0.5107081490045665
7237.617495799999,0.5113776284578936
7236.65299496,0.5121155931449831
7235.69,0.5128295975745618
7234.725499159999,0.5134690955338412
7233.76099832,0.5140154315988316
7232.79649748,0.5144530491921548
7231.8319966399995,0.5147488668598601
7230.867495799999,0.5148600295627959
7229.90299496,0.5147654966501476
7228.93,0.5144957261046824
7227.96549916,0.5141335083980069
7227.000998320001,0.5137834506166479
7226.03649748,0.5135260776842131
7225.07199664,0.5133815362785226
7224.1074958,0.5133047058124258
7223.142994960001,0.513216252584113
7222.18,0.5130574064972239
7221.21549916,0.5128350810913526
7220.250998320001,0.5126226500627986
7219.28649748,0.5125088054408803
7218.32199664,0.5125285340777798
7217.3574958,0.5126261068325956
7216.392994960001,0.5126815392813387
7215.43,0.5125813441686301
7214.46549916,0.5122850494555599
7213.500998320001,0.5118445712599843
7212.53649748,0.5113695220265645
7211.57199664,0.5109674885662594
7210.6074958,0.510696406563525
7209.642994960001,0.5105516864745648
7208.68,0.5104849296257009
7207.71549916,0.5104331331866702
7206.750998320001,0.5103377057443821
7205.78649748,0.510150904910439
7204.82199664,0.50984048419944
7203.8574958,0.5094023901173974
7202.892994960001,0.5088705374168754
7201.93,0.5083043530361602
7200.96549916,0.5077515203592052
7200.000998320001,0.5072119787116292
7199.03649748,0.5066370321709502
7198.07199664,0.5059719635781499
7197.1074958,0.5052109314932524
7196.142994960001,0.5044245080147494
7195.18,0.5037404850792184
7194.21549916,0.5032891589722412
7193.250998320001,0.5031462268292695
7192.28649748,0.5033038811377148
7191.32199664,0.503684635702846
7190.3574958,0.5041902019234769
7189.392994960001,0.5047559693765629
7188.42,0.505372817978955
7187.45549916,0.5060607747296478
7186.4909983200005,0.5068164424199344
7185.52649748,0.5075789646453708
7184.56199664,0.5082446294057158
7183.5974958,0.5087176518921419
7182.63299496,0.5089576797445647
7181.67,0.508987481998697
7180.70549916,0.5088629080309112
7179.7409983200005,0.5086310461709074
7178.77649748,0.5083091212632264
7177.81199664,0.5078977300320586
7176.8474958,0.507418151372578
7175.88299496,0.506944592279697
7174.92,0.5066053228486497
7173.95549916,0.5065423801361222
7172.9909983200005,0.5068514303854079
7172.02649748,0.507537419950197
7171.06199664,0.5085175589155285
7170.0974958,0.5096678689245157
7169.13299496,0.5108835057595633
7168.17,0.5121094538995579
7167.20549916,0.5133265808751444
7166.2409983200005,0.5145103291479762
7165.27649748,0.5156022264271424
7164.31199664,0.5165219860333949
7163.3474958,0.5172089892500037
7162.38299496,0.5176604940402506
7161.42,0.5179349136906022
7160.45549916,0.5181197478952873
7159.4909983200005,0.5182910517129423
7158.52649748,0.5184944823371729
7157.56199664,0.5187570409809489
7156.5974958,0.5191116883061044
7155.63299496,0.5196077776336928
7154.67,0.5202923371756786
7153.70549916,0.5211731744446501
7152.7409983200005,0.5221918182629877
7151.77649748,0.5232311442523087
7150.81199664,0.5241613342856878
7149.8474958,0.5248994782126927
7148.88299496,0.525443788087335
7147.92,0.525858934450395
7146.95549916,0.526223476152868
7145.9909983200005,0.5265795540574725
7145.02649748,0.52691959889598
7144.06199664,0.527214522590691
7143.0974958,0.5274552061717485
7142.13299496,0.5276727633505536
7141.16,0.527928526463624
7140.19549916,0.5282867507940477
7139.23099832,0.5287893962946907
7138.26649748,0.5294439153381846
7137.30199664,0.5302236629648075
7136.3374957999995,0.5310781553060893
7135.37299496,0.5319501118495629
7134.41,0.5327942327681623
7133.44549916,0.533586557247731
7132.48099832,0.534320767359574
7131.51649748,0.5349959090129615
7130.55199664,0.5356100751397254
7129.5874957999995,0.5361646367582245
7128.62299496,0.5366760444188312
7127.66,0.537179048399305
7126.69549916,0.5377138808242591
7125.73099832,0.5383035495304116
7124.76649748,0.5389363721944566
7123.80199664,0.5395684194510415
7122.8374957999995,0.5401457501052536
7121.87299496,0.5406334351960633
7120.91,0.5410336211492901
7119.94549916,0.5413799833598468
7118.98099832,0.5417140676361986
7118.01649748,0.5420581654120478
7117.05199664,0.5424069117361375
7116.0874957999995,0.5427440954157469
7115.12299496,0.5430702519440394
7114.16,0.5434179261685109
7113.19549916,0.5438397478268053
7112.23099832,0.5443806599360949
7111.26649748,0.5450587223094702
7110.30199664,0.545871670512224
7109.3374957999995,0.5468161657834473
7108.37299496,0.5478936982636793
7107.41,0.5490916922132655
7106.44549916,0.5503565621338954
7105.48099832,0.5515901997775897
7104.51649748,0.5526837063194746
7103.55199664,0.553571279001416
7102.5874957999995,0.5542690110072466
7101.62299496,0.554868335846357
7100.66,0.5554836341904746
7099.69549916,0.556179041643862
7098.73099832,0.5569210598249389
7097.76649748,0.5575931026317145
7096.80199664,0.558072204802476
7095.8374957999995,0.5583224843987558
7094.87,0.5584366273827692
7093.90549916,0.558589751708508
7092.94099832,0.558930630402274
7091.97649748,0.5594858477494078
7091.01199664,0.5601429295897045
7090.0474957999995,0.5607231208461688
7089.08,0.5610942793960777
7088.11549916,0.561250145201889
7087.15099832,0.5613075448365359
7086.18649748,0.5614290188444184
7085.22199664,0.561721201059057
7084.2574958,0.5621719309984895
7083.29,0.5626641466286516
7082.32549916,0.5630561064717238
7081.36099832,0.5632794449727692
7080.39649748,0.5633922169384236
7079.43199664,0.5635530302112165
7078.4674958,0.5639327121200838
7077.51,0.5646203705086815
7076.54549916,0.5655822108599169
7075.580998320001,0.5666930029207239
7074.61649748,0.5678130937479494
7073.65199664,0.568856591796792
7072.6874958,0.569813842604231
7071.72,0.5707240651997053
7070.75549916,0.5716247507844016
7069.790998320001,0.5725119065387138
7068.82649748,0.5733294437286182
7067.86199664,0.5739886113203528
7066.8974958,0.5744062614757715
7065.93,0.5745440073507563
7064.96549916,0.5744270633255804
7064.000998320001,0.5741346428665822
7063.03649748,0.573770815897188
7062.07199664,0.5734371491051112
7061.1074958,0.5732187580710474
7060.15,0.5731751871855256
7059.185499159999,0.5733281918324389
7058.22099832,0.573650474663305
7057.25649748,0.5740749787972277
7056.2919966399995,0.5745321463441807
7055.327495799999,0.5749937247516606
7054.36,0.5754886818618951
7053.395499159999,0.5760728069335214
7052.43099832,0.5767748902387888
7051.46649748,0.5775576782642251
7050.50199664,0.5783230610919138
7049.537495799999,0.578960115933216
7048.57,0.57940905792666
7047.605499159999,0.5797021936753827
7046.64099832,0.5799528311948475
7045.67649748,0.5802922197480747
7044.71199664,0.5807886669988481
7043.747495799999,0.5814011643018033
7042.79,0.5820025748923516
7041.82549916,0.5824593850727652
7040.86099832,0.5827125258279429
7039.89649748,0.5828024096357047
7038.93199664,0.582823450286519
7037.9674958,0.5828472324174058
7037.0,0.5828751871644599
7036.03549916,0.5828515837168428
7035.07099832,0.5827197382862778
7034.10649748,0.582470113861987
7033.14199664,0.5821455070353234
7032.1774958,0.5818116615599769
7031.21,0.5815260956361286
7030.24549916,0.5813323211448558
7029.28099832,0.5812680669750591
7028.31649748,0.5813644479514313
7027.35199664,0.5816227744179502
7026.3874958,0.5819918461031298
7025.42,0.5823745678541649
7024.45549916,0.5826705642051399
